nombre-pelicula;año;tipo-largometraje;duracion-min;tipo-filme;color;director-01;idioma;consol-idioma;lugar-prod;consol-lugar-prod;pais-rodaje;consol-pais-rodaje;lugar-estreno;pais-estreno;sinopsis;Columna1;Columna2;Columna3;Columna4;Columna5;Columna6;Columna7;Columna8;Columna9;Columna10;Columna11;Columna12;Columna13;Columna14;Columna15;Columna16;Columna17;Columna18;Columna19;Columna20;Columna21;Columna22;Columna23;Columna24;Columna25;Columna26;Columna27;Columna28;Columna29;Columna30;Columna31;Columna32;Columna33;Columna34;Columna35;Columna36;Columna37;Columna38;Columna39;Columna40;Columna41;Columna42;Columna43;Columna44;Columna45;Columna46;Columna47;Columna48;Columna49;Columna50;Columna51;Columna52;Columna53;Columna54;Columna55;Columna56;Columna57;Columna58;Columna59;Columna60;Columna61;Columna62;Columna63;Columna64;Columna65;Columna66;Columna67;Columna68;Columna69;Columna70;Columna71;Columna72;Columna73;Columna74;Columna75;Columna76;Columna77;Columna78;Columna79;Columna80;Columna81;Columna82;Columna83;Columna84;Columna85;Columna86;Columna87;Columna88;Columna89;Columna90;Columna91;Columna92;Columna93;Columna94;Columna95;Columna96;Columna97;Columna98;Columna99;Columna100;Columna101;Columna102;Columna103;Columna104;Columna105;Columna106;Columna107;Columna108;Columna109;Columna110;Columna111;Columna112;Columna113;Columna114;Columna115;Columna116;Columna117;Columna118;Columna119;Columna120;Columna121;Columna122;Columna123;Columna124;Columna125;Columna126;Columna127;Columna128;Columna129;Columna130;Columna131;Columna132;Columna133;Columna134;Columna135;Columna136;Columna137;Columna138;Columna139;Columna140;Columna141;Columna142;Columna143;Columna144;Columna145;Columna146;Columna147;Columna148;Columna149;Columna150;Columna151;Columna152;Columna153;Columna154;Columna155;Columna156;Columna157;Columna158;Columna159;Columna160;Columna161;Columna162;Columna163;Columna164;Columna165;Columna166;Columna167;Columna168;Columna169;Columna170;Columna171;Columna172;Columna173;Columna174;Columna175;Columna176;Columna177;Columna178;Columna179;Columna180;Columna181;Columna182;Columna183;Columna184;Columna185;Columna186;Columna187;Columna188;Columna189;Columna190;Columna191;Columna192;Columna193;Columna194;Columna195;Columna196;Columna197;Columna198;Columna199;Columna200;Columna201;Columna202;Columna203;Columna204;Columna205;Columna206;Columna207;Columna208;Columna209;Columna210;Columna211;Columna212;Columna213;Columna214;Columna215;Columna216;Columna217;Columna218;Columna219;Columna220;Columna221;Columna222;Columna223;Columna224;Columna225;Columna226;Columna227;Columna228;Columna229;Columna230;Columna231;Columna232;Columna233;Columna234;Columna235;Columna236;Columna237;Columna238;Columna239;Columna240
La promesa del retorno ;2020;Largometraje de ficción ;70; Digital ; Color;Cristián Sánchez G.;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Una estudiante de arte insatisfecha con la vida siente un desasosiego en el alma que le impide dormir. Un amanecer escucha trompeteos de un águila que parecen anunciar un tiempo anómalo, hecho patente en el hallazgo de un ejemplar de La inmaculada concepción, el libro de Paul Eluard y André Breton, en el incinerador de su departamento.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Onkel Günter ;2020;Largometraje documental ;103; Digital ; Color;Juan Francisco Riumalló;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Una familia chilena descendiente de alemanes debe enfrentar un doloroso episodio ocurrido durante la Segunda Guerra Mundial. El silencio cede cuando uno de sus miembros se muda a Berlín y empieza a indagar sobre la desaparición del hermano mellizo de su abuelo, quien era piloto del ejército alemán. En un viaje de ida y vuelta entre Chile y Alemania, el director se vuelca sobre su propia historia para reflexionar sobre el rol de la familia en la construcción de la memoria, y en cómo hechos ocurridos en la Alemania Nazi tienen eco en el Chile de hoy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Las mujeres de mi casa ;2020;Largometraje de ficción ;77; Digital ; Color;Valentina Reyes;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Una familia compuesta por tres generaciones de mujeres convive y coexiste con sus distintos procesos y etapas de vida en una antigua casa de Ñuñoa. Por un lado, Leonor, debe decidir su futuro, por otro Mónica decide vender la casa en la que han vivido toda su vida, y finalmente, Emilia, debe enfrentarse al Alzheimer, provocando que esta familia se transforme, se disuelva y se una en torno a un mismo espacio y tiempo que se ve reflejado en una casa que está prontamente por venderse.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La conmemoración ;2020;Largometraje de ficción ;75; Digital ; Color;José Benítez;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Una semana antes de la conmemoración del golpe de Estado en Chile, Miguel y Gastón, dos electricistas llegan a la casa de Victoria –viuda de un agente de la inteligencia militar de la CNI– para arreglar el sistema eléctrico, donde encuentran por casualidad un gran botín escondido en el sótano. Junto con Clara, la sirvienta, planean robar todo. Difícil misión en un entorno tan vigilado, el plan sale casi a la perfección.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La vida secreta del oso de anteojos ;2020;Largometraje documental ;52; Digital ; Color;Philippe Molins;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Único representante de su especie en el continente sudamericano, el «panda andino» es uno de los mamíferos más misteriosos del mundo. Ágil como un mono, trepa árboles y hace allí su nido. Dulce y solitario, es un aventurero y un nómade, hoy en peligro de extinción. Seguiremos los pasos de este asombroso oso, en una expedición única para descubrir su forma de vida y hábitat en las laderas tropicales de los Andes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Consuegros ;2020;Largometraje de ficción ;NI; Digital ; Color;Rodrigo Bastidas;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Unos jóvenes novios que viven en Barcelona les piden a sus padres que se encarguen de la organización de la boda enChile Estas dos parejas, interpretadas por Elena Muñoz, Magdalena Max-Neef, Gabriel Prieto y Rodrigo Bastidas, se reúnen por primera vez con las mejores de las intenciones, sin embargo, estos dos bandos se pelearán a muerte por defender sus exagerados principios en la organización de este matrimonio, en un encuentro donde no quedará títere sin cabeza, ni trapito por sacarse al sol.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sanguinetti ;2020;Largometraje de ficción ;81; Digital ; Color;Christian Díaz;Español;Español;Chile,  México;Chile y otro;México, Chile;Chile y otro;NI;NI;Valentina, una periodista chilena que ha estado investigando casos de derechos humanos de la dictadura, encuentra a su padre, Mario, en la Ciudad de México después de muchos años sin verlo. Valentina descubre una conexión entre su pasado, su padre y México. Este encuentro tendrá consecuencias terribles para ambos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mapuche. La tierra se levanta ;2020;Largometraje documental ;50; Digital ; Color;Cristián Corvalán;Español,  Mapudungún;Español y otro;Argentina,  Chile;Chile y otro;Argentina, Chile;Chile y otro;NI;NI;Varias mochilas, algunas certezas y un sonido que resuena desde la cordillera, es el eco de la resistencia y liberación mapuche. Desde la autoafirmación de quienes encienden el fuego, escuchando el susurro de sus ancestros y de l@s caíd@s en batalla. Donde el bosque agoniza y el estado escupe plomo. Ahí, donde guerrer@s son cazad@s y la tierra se levanta.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Verónica ;2020;Largometraje de ficción ;100; Digital ; Color;Leo Medel;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Verónica, una modelo muy popular en las redes sociales, casada con una estrella internacional del fútbol, cae en desgracia cuando descubre que es la principal sospechosa en la investigación sobre el asesinato de su primera hija, ocurrido diez años atrás. Frente a la presión de la investigación, su matrimonio está al borde de la ruptura y comienza a sentir celos de Amanda, su hija recién nacida.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Metal andino: Guitarras, bajo y batería en Los Andes ;2021;Largometraje documental ;52; Digital ; Color;Christian Báez;Español;Español;Chile;Chile;Chile;Chile;NI;NI;«Guitarras, bajo y batería en Los Andes» ofrece en el subtìtulo este documental que explora los cruces sonoros y culturales producidos en el Norte de Chile entre el heavy-metal y la música andina. Bandas de Chile, Perú y Bolivia ejemplifican este sonido, tan vivo como poco estudiado. Es música de identidad distintiva, a la vez tradicional y globalizada.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Los niños y las niñas siempre ;2021;Largometraje documental ;52; Digital ; Color;Jonathan Carriel;Español;Español;Chile;Chile;Chile;Chile;NI;NI;4 niños menores de 4 años y de distintas ciudades de Chile, nos muestran cómo se transformó su cotidianeidad debido a la Pandemia, desde el encierro máximo hasta que se empezó a levantar un poco la cuarentena, logrando en parte retornar a la normalidad. Pese al nuevo escenario que les proponía el Covid-19, demostraron una capacidad infinita de adecuarse a la situación, sin dejar de jugar ni de ser niños.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dignidad, testimonio de la revuelta ;2021;Largometraje documental ;NI; Digital ; Color;Piensa Prensa;Español;Español;Chile;Chile;Chile;Chile;Centro de eventos El Canelo de Nos;Chile;A dos años de la revuelta. Testimonios de víctimas y sobrevivientes de la violencia policial ocurridas desde el 18 de octubre del 2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El silencio de las estatuas ;2021;Largometraje documental ;40; Digital ; Color;Pablo González Sepúlveda;Español;Español;Chile;Chile;Chile;Chile;NI;NI;A través de su propuesta artística, esta pieza audiovisual procura interpretar el silencio contenido en las obras escultóricas que rememoran acontecimientos, personajes, héroes u anónimos. Figuras que representan –a su vez- diversos valores y mitos. Para ello, se desentraña la historia de estos envases esculpidos en bronce, mármol y granito, que han observado imperturbables desde sus pedestales, los cambios sociales que ha experimentadoChile durante más de un siglo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diablada ;2021;Largometraje de ficción ;90; Digital ; Color;Alvaro Muñoz Rodríguez;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Andrés (Daniel Candia) y su única hija Nené (Karin Mayorinca), son los únicos integrantes de una atípica familia en una desolada localidad en medio del desierto. Juntos, observan conmovidos como sus vecinas preguntan por el paradero de sus hijas. Madres desoladas que ven impotentes cómo sus hijas desaparecen sin dejar rastro, hasta que un día, es la propia Nené la que no vuelve a casa. Andrés, desesperado, decide liderar la búsqueda de las jóvenes y organiza a las familias ante el abandono de las autoridades.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mis hermanos sueñan despiertos ;2021;Largometraje de ficción ;85; Digital ; Color;Claudia Huaiquimilla;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Ángel y su hermano menor Franco llevan un año recluidos en una cárcel juvenil. Pese a las dificultades, han formado un sólido grupo de amigos con quienes pasan los días compartiendo sueños de libertad. Todo cambia cuando la llegada de un joven rebelde ofrece un posible escape: la única puerta para hacer esos sueños realidad. Inspirado en muchos hechos reales.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacqueline ;2021;Largometraje de ficción ;40; Digital ; Color;Verónica Arellano Pino;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Año 1998,Chile deChile

En el 11 juzgado del crimen un actuario le es asignado un caso no resuelto, la causa 2681. La investigación parte con el propósito de reconstruir la desaparición de la víctima.

Con distintas perspectivas de un mismo evento, el actuario va construyendo la imagen de Jacqueline, al mismo tiempo que descubre que la justicia en su país es un privilegio. Luego de varios intentos fallidos y pactos de silencio, el actuario debe tomar una difícil decisión.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Las veletas ;2021;Largometraje de ficción ;84; Digital ; Color;Antonia Hidalgo;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Celina, una mujer sin hogar ni raíces, deambula robando objetos, sólo para tener algo propio que aún así es ajeno. A través de los objetos que roba, establece vínculos mágicos con otros personajes, viéndose involucrada en historias paralelas de las que no puede escapar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La riqueza del mundo ;2021;Largometraje de ficción ;85; Digital ; Color;Simón Farriol;Español;Español;Chile,  Italia;Chile y otro;Chile;Chile;NI;NI;Chile, 1814. Durante las guerras por la independencia, un campesino miliciano despierta sordo entre unos muertos. En su deambular, rescata a un húsar que ha perdido la vista en un reciente combate.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Decisión correcta ;2021;Largometraje documental ;90; Digital ; Color;Fernanda Marín;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Con tan sólo 13 años de edad, el rapero chileno MC Billeta fue invitado a participar del Festival Lollapalooza. La cita cambió su carrera. Diez años después, el joven analiza su precoz avance en el hip-hop, un género en el que se inició durante la niñez y que hasta hoy determina sus decisiones de adulto.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lo habitado ;2021;Largometraje de ficción ;66; Digital ; Color;Martín Emiliano Díaz;Español;Español;Argentina,  Chile;Chile y otro;Argentina;Otro;NI;NI;Cuatro adolescentes ocupan una casa abandonada, en un barrio obrero de las afueras de Buenos Aires. Buscan construir un refugio donde escapar del abandono familiar, la crueldad de los vecinos y el constante acecho de la policía. En un vecindario aparentemente desolado, con ruidos de fábrica y paredes oxidadas, las personas que los rodean observan constantemente a los cuatro adolescentes. Lo habitado narra lo transitorio, la imposibilidad de construir y crear un sentido de pertenencia en un lugar hostil con un entorno marginado.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Un loco matrimonio en cuarentena ;2021;Largometraje de ficción ;90; Digital ; Color;Rodrigo Bastidas;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Dani (Milena Bastidas) y Guatón (Nicolás Mena) han decidido casarse en pandemia, realizar su matrimonio por video llamada y contratar a un motoboy para repartir las hostias, el cóctel y el cotillón en casa de los invitados. La ceremonia va en orden, pero rápidamente la familia entra en tensión. El padre de la novia no se conecta, ya que ha descubierto que es el paciente cero, una pareja tiene sexo sin darse cuenta de que no ha apagado la cámara, funan a dos invitados presos en Punta Peuco y los novios deben superar cada altercado para lograr mantener un matrimonio común y corriente.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RÍO. Ríos influenciando al océano ;2021;Largometraje documental ;32; Digital ; Color;Jorge León Muñoz;Español;Español;Chile;Chile;Chile;Chile;Teatro Universidad Católica de la SantísimaChile;Chile;Divulgar, comunicar y educar sobre la influencia de los ríos en el océano, conectando la evidencia científica con actores locales, desde la cordillera hasta sistemas costeros de la zona centro-sur deChile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
What the flat! ;2021;Largometraje documental ;70; Digital ; Color;Sebastian Moscoso;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Documental que nos invita a conocer la disciplina del BMX a través de la historia del atleta Benjamín Hudson. Él nos sumerge en un viaje con los deportistas que han marcado su carrera profesional; y con quienes comparte el amor por las dos ruedas.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Redolés, la urgente necesidad de la memoria ;2021;Largometraje documental ;NI; Digital ; Color;Faiz Mashini;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Documental que trata sobre la incansable pulsión del músico y poeta Mauricio Redolés por escarbar en la memoria reciente de un pueblo. Este es el retrato de un aspecto de la obra de este autor que concibe el arte como herramienta de transformación social, donde el humor, el discurso y acción política, lo popular, la búsqueda por la tradición, el pasado por la prisión política y una visión crítica de la sociedad actual se amalgaman para darle vida a su obra.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sentido y memoria: 5 cantores a lo poeta ;2021;Largometraje documental ;58; Digital ; Color;Daniel González (III);Español;Español;Chile;Chile;Chile;Chile;NI;NI;Dos investigadores en la tradición de la décima, el canto campesino y la poesía popular chilena recogen en terreno las palabras, reflexiones, entonaciones y cuerdas de cinco cantores “a lo pueta” de la zona central chilena.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tres almas ;2021;Largometraje de ficción ;95; Digital ; Color;José Guerrero Urzúa;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"El 3 de diciembre de 2000, tres Pirquineros (Pascual, el mayor; Manuel el del medio y Paicha, el menor) montaron a caballo hasta una veta de oro largamente esperada ubicada en la alta cordillera de Atacama. El paisaje es inhóspito y desolado. Al poco tiempo de llegar al lugar previsto, surge la polémica por las hermanas Quispe, pertenecientes a la etnia Kolla, y su misteriosa tragedia, ya que el lugar donde se encontraría la veta se encuentra a escasos metros de la roca donde fueron encontradas colgadas sin vida en diciembre de 1974. Los Pirquineros llegan a su destino con el ánimo enrarecido. Instalaron el campamento base en medio de una atmósfera cargada de inquietante misterio. Allí, alrededor del fuego, comienzan a contar algunas historias de fantasmas, hasta que Pascual retoma la temática del triple crimen, dando testimonio de su experiencia de haber presenciado el macabro descubrimiento. Paicha, que escucha en silencio y con atención, tiene un recuerdo traumático de cuando era niño: escondido detrás de una roca, observa un episodio violento de represión y maltrato a pastores indígenas.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
